Subject;IndAlpha_ReportedBefore;IndBeta_ReportedBefore;IndMu_ReportedBefore;SocAlpha_ReprotedBefore;SocBeta_ReportedBefore;SocMu_ReportedBefore;IndLL_ReportedBefore;SocLL_ReportedBefore;Agegroup;Sex;Age;OrderConditions;ResistanceToPeerInfluence;NeedForArousal;ARQ_Thrillseeking_Perception;ARQ_Rebellious_Perception;ARQ_Reckless_Perception;ARQ_Antisocial_Perception;ARQ_Thrillseeking_Behavior;ARQ_Rebellious_Behavior;ARQ_Reckless_Behavior;ARQ_Antisocial_Behavior;BISBAS_Drive;BISBAS_Funseeking;BISBAS_Reward;BISBAS_Bis;BIS11_Scale1;BIS11_Scale2;BIS11_Scale3;BIS11_Scale4;IRI_PerspectiveTaking;IQ_Plus;OthersFaceName;TryBestHowMuch;HowNiceTask;HowHardTask;HowMuchAttentiontoAmount;HowMuchAttentiontoAmbiguity;HowMuchAttentiontoRisk;HowMuchAttentiontoOther;GuessWhatsUnderAmbiguity1;GuessWhatsUnderAmbiguity2;GuessWhatsUnderAmbiguity3;Peer_Believe;Peer_Wise;Peer_Nice;Peer_Old;Peer_Smart;EducationallevelAdolescents;EducationallevelAdults;Occupation_mother;Occupation_father;School;VAR00001;Like_Sociometrics;Dislike_Sociometrics;Impact_Sociometrics;Pref_Sociometrics;ProbLike_Sociometrics;ProbDisl_Sociometrics;ProbImp_Sociometrics;ProbPref_Sociometrics;ZLike_Sociometrics;ZDislike_Sociometrics;ZImpact_Sociometrics;ZPref_Sociometrics;ZStatus_Sociometrics;PStat1_Sociometrics;GRDStat1_Sociometrics;NSymLike_Sociometrics;NSymDisl_Sociometrics
101;0.55;0.49;0.48;0.57;0.34;0.78;76.93;109.74;1;1;10.82;2;2.70;24.48;2;2;3;1;0;0;0;1;10.00;10.00;17.00;15.00;21;14;24;59;21;130.00;Jesse.jpg;9.00;9.00;2.00;1.00;6.00;6.00;1.00;2.00;1.00;3.00;0.00;0.00;3.00;2.00;0.00;#NULL!;#NULL!;Stichting Welzijn Ouderen;editor bij RTL;1.00;#NULL!;1;5;6;-4;0.04800;0.97370;0.53350;0.00710;-1.128;1.009;-0.013;-1.209;5;5;5;0;2
102;0.50;0.39;0.41;0.51;0.24;0.38;76.02;69.41;1;1;10.14;1;2.30;33.33;2;3;4;2;1;0;0;2;12.00;13.00;17.00;20.00;23;17;28;68;17;109.00;Jesse.jpg;9.00;9.00;9.00;9.00;9.00;9.00;9.00;2.00;3.00;2.00;4.00;9.00;4.00;3.00;1.00;#NULL!;#NULL!;Ze doet iets met apotheker;hij gaat naar klanten toe en helpt ze met dingen die over het gebit gaan;1.00;#NULL!;2;6;8;-4;0.15680;0.99380;0.84130;0.00710;-0.738;1.361;0.765;-1.209;5;5;5;2;1
104;0.39;1.00;0.44;0.57;0.57;1.37;76.84;138.82;1;0;11.02;1;2.00;54.82;3;3;4;3;1;0;0;2;9.00;13.00;18.00;16.00;21;14;29;64;18;97.00;Denise.jpg;4.00;3.00;5.00;0.00;2.00;1.00;2.00;2.00;2.00;3.00;1.00;3.00;6.00;3.00;4.00;#NULL!;#NULL!;Leo farma;ABN-amro;1.00;#NULL!;3;0;3;3;0.33850;0.16040;0.07680;0.69450;-0.349;-0.753;-1.181;0.261;3;2;2;3;0
106;0.60;-0.16;0.59;0.84;-0.44;0.68;83.46;59.30;1;0;10.04;1;3.40;44.27;2;3;3;3;1;0;0;1;10.00;11.00;16.00;22.00;17;15;26;58;23;118.00;Dewi.jpg;9.00;9.00;1.00;1.00;3.00;5.00;2.00;2.00;3.00;1.00;6.00;6.00;8.00;2.00;6.00;#NULL!;#NULL!;hypnose voor als je buikpijn hebt;danone;1.00;#NULL!;10;0;10;10;0.99860;0.13750;0.96330;0.99960;2.376;-0.753;1.543;1.730;1;1;1;5;0
107;0.65;0.74;1.14;0.51;0.38;0.98;116.82;131.99;1;0;10.92;2;2.90;52.47;2;0;1;1;1;0;0;1;11.00;9.00;16.00;16.00;22;20;30;72;15;127.00;Maud.jpg;4.00;3.00;0.00;0.00;0.00;0.00;5.00;3.00;2.00;2.00;0.00;0.00;7.00;1.00;4.00;#NULL!;#NULL!;ze werkt bij stern auto;loodgieter;1.00;#NULL!;5;0;5;5;0.74250;0.16740;0.34710;0.90520;0.430;-0.753;-0.402;0.680;2;2;2;3;0
108;0.56;0.50;0.61;0.64;0.37;0.90;92.53;87.34;1;1;10.36;1;2.50;56.90;3;3;4;3;2;0;0;2;8.00;10.00;14.00;20.00;20;15;23;58;20;88.00;Bram.jpg;9.00;8.00;5.00;5.00;6.00;8.00;6.00;2.00;2.00;3.00;2.00;4.00;8.00;2.00;6.00;#NULL!;#NULL!;wilde ganzen;ING;1.00;#NULL!;1;4;5;-3;0.04800;0.88530;0.31680;0.02810;-1.128;0.656;-0.402;-0.999;2;2;5;1;0
109;0.73;0.59;1.09;0.97;0.57;2.29;101.66;105.39;1;1;10.32;2;2.80;38.15;2;2;3;2;0;0;0;0;12.00;11.00;16.00;16.00;19;12;25;56;18;88.00;Bram.jpg;8.00;5.00;5.00;6.00;6.00;5.00;2.00;1.00;2.00;1.00;2.00;0.00;1.00;3.00;7.00;#NULL!;#NULL!;pabo;werkt met computers;1.00;#NULL!;6;1;7;5;0.87450;0.21020;0.67740;0.91330;0.819;-0.401;0.376;0.680;2;2;2;3;0
110;0.53;0.44;0.41;0.55;1.00;0.58;69.58;77.80;1;1;10.74;1;3.20;61.46;2;3;4;3;1;0;0;1;8.00;11.00;12.00;14.00;18;16;26;60;18;118.00;Andrew.jpg;9.00;8.00;4.00;3.00;9.00;6.00;0.00;1.00;1.00;2.00;1.00;2.00;7.00;3.00;5.00;#NULL!;#NULL!;;iets met computers;1.00;#NULL!;3;3;6;0;0.33850;0.75740;0.52670;0.23120;-0.349;0.304;-0.013;-0.369;2;2;2;3;1
111;0.42;-0.37;0.49;0.58;-0.63;0.48;106.01;73.24;1;0;10.00;2;2.90;49.35;2;3;3;2;1;0;0;1;10.00;11.00;13.00;17.00;21;18;29;68;20;109.00;Dide.jpg;5.00;5.00;0.00;5.00;4.00;6.00;1.00;2.00;2.00;2.00;3.00;0.00;3.00;2.00;2.00;#NULL!;#NULL!;juf;iets technisch;1.00;#NULL!;2;1;3;1;0.15250;0.22260;0.07020;0.38210;-0.738;-0.401;-1.181;-0.159;3;2;2;2;0
112;0.45;0.39;0.39;0.49;0.98;0.48;79.40;71.91;1;1;10.43;1;2.80;60.42;3;4;4;2;1;0;0;1;12.00;13.00;17.00;19.00;20;17;26;63;16;115.00;Nick.jpg;7.00;6.00;0.00;9.00;2.00;5.00;4.00;1.00;1.00;1.00;5.00;3.00;0.00;2.00;8.00;#NULL!;#NULL!;Ze werkt bij grootgoylant;Hij werkt bij een reclame bureau;1.00;#NULL!;2;3;5;-1;0.15680;0.74880;0.33460;0.12790;-0.738;0.304;-0.402;-0.579;2;2;2;2;1
114;0.49;0.00;0.37;0.40;-0.14;0.44;73.27;103.72;1;0;10.71;1;3.80;45.96;2;4;3;3;1;0;0;2;11.00;12.00;17.00;23.00;26;19;28;73;19;94.00;Victoria.j;6.00;2.00;3.00;7.00;4.00;5.00;6.00;2.00;3.00;2.00;5.00;4.00;4.00;2.00;4.00;#NULL!;#NULL!;ze werkt op kantoor bij een bejaardentehuis;bij werkt bij nike;1.00;#NULL!;3;0;3;3;0.33160;0.14810;0.07020;0.69780;-0.349;-0.753;-1.181;0.261;3;2;2;2;0
115;0.37;0.01;0.28;0.32;0.06;0.26;75.46;75.08;1;0;10.16;2;0.00;39.45;2;3;4;4;1;0;0;1;9.00;11.00;17.00;20.00;23;14;30;67;21;91.00;Kiki.jpg;2.00;5.00;0.00;0.00;4.00;7.00;0.00;3.00;2.00;1.00;0.00;7.00;4.00;3.00;2.00;#NULL!;#NULL!;;De Rabobank beveiligen;1.00;#NULL!;10;1;11;9;0.99860;0.22260;0.98810;0.99830;2.376;-0.401;1.932;1.520;1;1;1;5;0
117;0.88;0.63;0.86;0.78;0.20;0.68;63.66;62.35;1;1;10.56;2;2.00;57.81;3;3;3;3;2;1;0;1;10.00;12.00;15.00;18.00;20;16;27;63;17;112.00;Mark.jpg;8.00;7.00;8.00;7.00;9.00;8.00;5.00;3.00;2.00;2.00;5.00;6.00;7.00;2.00;6.00;#NULL!;#NULL!;vicedirecteur;;1.00;#NULL!;1;2;3;-1;0.04800;0.48130;0.07020;0.13610;-1.128;-0.049;-1.181;-0.579;3;2;3;1;0
118;0.52;0.14;0.44;0.57;0.22;0.70;78.77;102.30;1;1;10.72;1;2.50;78.26;1;3;3;1;2;0;0;1;10.00;13.00;17.00;15.00;25;14;22;61;21;106.00;Jesse.jpg;8.00;6.00;3.00;4.00;5.00;4.00;0.00;2.00;1.00;3.00;1.00;2.00;4.00;3.00;3.00;#NULL!;#NULL!;verzuimcošrdinator;keukens verkopen;1.00;#NULL!;2;2;4;0;0.15680;0.52140;0.18690;0.22590;-0.738;-0.049;-0.792;-0.369;2;2;2;1;2
119;0.63;-0.01;0.63;0.69;-0.38;0.49;83.68;58.86;1;1;10.57;2;2.50;39.06;1;3;3;1;1;0;0;1;12.00;11.00;18.00;27.00;19;16;26;61;20;109.00;Bram.jpg;8.00;5.00;6.00;7.00;0.00;8.00;0.00;2.00;2.00;1.00;0.00;2.00;4.00;3.00;1.00;#NULL!;#NULL!;geen werk;weet ik niet;1.00;#NULL!;7;0;7;7;0.94810;0.16040;0.70200;0.98320;1.208;-0.753;0.376;1.100;1;2;2;3;0
120;0.19;0.27;0.49;0.10;-0.04;0.41;120.83;118.89;1;0;10.81;1;1.80;68.45;2;4;3;2;1;0;0;1;11.00;13.00;16.00;20.00;24;19;34;77;20;88.00;Dide.jpg;9.00;9.00;7.00;9.00;8.00;7.00;7.00;3.00;1.00;2.00;4.00;9.00;9.00;1.00;9.00;#NULL!;#NULL!;werken in haar winkel;loodgieter;1.00;#NULL!;6;0;6;6;0.87450;0.13750;0.49950;0.96080;0.819;-0.753;-0.013;0.890;2;2;2;4;0
122;0.51;0.62;0.29;0.52;0.59;0.29;46.73;46.97;1;1;10.51;1;3.00;47.40;1;3;3;2;1;0;0;0;10.00;10.00;16.00;20.00;16;18;18;52;27;109.00;Jesse.jpg;9.00;9.00;3.00;5.00;8.00;5.00;1.00;1.00;2.00;2.00;2.00;3.00;5.00;2.00;4.00;#NULL!;#NULL!;communicatie adviseur;bank;1.00;#NULL!;5;0;5;5;0.74250;0.15400;0.33460;0.90860;0.430;-0.753;-0.402;0.680;2;2;2;3;0
123;0.66;0.35;0.80;1.04;-0.06;1.41;93.54;69.31;1;1;10.59;2;2.70;54.43;3;4;4;3;1;1;0;1;11.00;14.00;19.00;17.00;19;13;22;54;22;103.00;Luuk.jpg;8.00;6.00;5.00;9.00;7.00;9.00;8.00;2.00;1.00;2.00;5.00;6.00;6.00;3.00;6.00;#NULL!;#NULL!;leraar en iemand die iets ondertitelt;bij de gemeente? stiefvader heeft een bedrijf;1.00;#NULL!;5;1;6;4;0.74250;0.22260;0.51300;0.82630;0.430;-0.401;-0.013;0.471;2;2;2;3;0
124;0.58;0.64;0.61;0.43;0.22;0.38;86.08;85.73;1;1;10.93;1;3.50;39.84;2;4;4;3;1;0;0;0;9.00;12.00;19.00;16.00;20;16;18;54;20;112.00;Joost.jpg;9.00;9.00;3.00;7.00;6.00;8.00;4.00;3.00;3.00;3.00;7.00;5.00;5.00;2.00;4.00;#NULL!;#NULL!;ze werkt op een school;hij werkt bij de bank;1.00;#NULL!;7;1;8;6;0.94810;0.21020;0.81890;0.96080;1.208;-0.401;0.765;0.890;2;2;2;4;0
125;0.87;0.28;1.70;1.17;0.62;3.25;103.31;96.08;1;0;10.83;2;1.60;36.46;2;4;4;3;2;0;0;0;5.00;13.00;14.00;21.00;15;20;14;49;30;100.00;Jasmijn.jp;9.00;9.00;4.00;9.00;9.00;9.00;9.00;2.00;3.00;1.00;9.00;7.00;9.00;2.00;8.00;#NULL!;#NULL!;bulbby;vacuvita;1.00;#NULL!;6;1;7;5;0.87450;0.22930;0.69590;0.90860;0.819;-0.401;0.376;0.680;2;2;2;5;0
126;0.45;0.29;0.58;0.48;0.18;0.34;109.48;68.55;1;0;11.27;1;3.60;65.48;1;2;2;1;2;0;0;2;15.00;10.00;16.00;16.00;19;15;30;64;19;97.00;Dide.jpg;9.00;7.00;5.00;9.00;6.00;7.00;7.00;3.00;3.00;2.00;5.00;5.00;3.00;2.00;5.00;#NULL!;#NULL!;;;1.00;#NULL!;6;0;6;6;0.87450;0.14810;0.51300;0.95930;0.819;-0.753;-0.013;0.890;2;2;2;4;0
127;0.56;0.44;0.56;0.60;0.38;0.81;88.78;106.24;1;0;10.31;2;0.00;63.67;2;3;4;3;1;0;0;1;10.00;14.00;15.00;13.00;22;18;33;73;14;97.00;Denise.jpg;5.00;9.00;3.00;6.00;6.00;6.00;5.00;2.00;3.00;3.00;1.00;2.00;4.00;3.00;2.00;#NULL!;#NULL!;Ze werkt bij stip (kinderdagverblijf);hij maakt websites voor apple en andere bedrijven;1.00;#NULL!;3;2;5;1;0.33850;0.52140;0.34710;0.36950;-0.349;-0.049;-0.402;-0.159;2;2;2;2;1
129;0.10;-0.04;0.14;0.10;0.99;0.22;34.36;47.78;1;0;10.79;2;2.50;36.98;3;3;4;3;1;0;0;2;7.00;7.00;19.00;22.00;21;20;30;71;20;100.00;Floor.jpg;2.00;5.00;0.00;7.00;0.00;8.00;4.00;2.00;3.00;1.00;0.00;5.00;6.00;2.00;7.00;#NULL!;#NULL!;baas van kinderdagverblijf;hij repareert dingen voor mensen;1.00;#NULL!;3;0;3;3;0.33850;0.16740;0.07920;0.69000;-0.349;-0.753;-1.181;0.261;3;2;2;3;0
132;0.68;0.53;0.57;0.55;0.35;0.37;67.08;61.35;1;1;11.93;1;3.00;59.24;2;3;3;3;1;0;0;2;9.00;14.00;17.00;17.00;23;15;22;60;13;97.00;Jesse.jpg;9.00;9.00;7.00;7.00;5.00;7.00;6.00;1.00;2.00;1.00;5.00;5.00;1.00;1.00;0.00;#NULL!;#NULL!;secretaresse;hij werkt bij shell;1.00;#NULL!;4;0;4;4;0.83150;0.10480;0.30490;0.95520;0.817;-0.925;-0.482;1.017;1;2;2;2;0
133;0.46;0.87;0.44;0.58;0.85;0.34;71.88;42.42;1;0;11.00;2;3.60;42.45;2;2;3;2;2;0;0;1;7.00;11.00;20.00;20.00;17;13;24;54;21;97.00;Victoria.j;7.00;6.00;4.00;5.00;7.00;6.00;4.00;1.00;2.00;1.00;4.00;4.00;5.00;3.00;4.00;#NULL!;#NULL!;ze doet een studie in fysiotherapie;?;1.00;#NULL!;3;1;4;2;0.62450;0.17330;0.29720;0.78540;0.210;-0.555;-0.482;0.488;2;2;2;2;0
134;0.56;1.00;0.55;0.48;0.88;0.40;72.31;64.40;1;0;11.76;1;3.60;61.59;2;3;3;2;2;0;0;1;7.00;11.00;13.00;24.00;17;10;21;48;26;109.00;Jasmijn.jp;9.00;9.00;2.00;1.00;3.00;4.00;0.00;1.00;1.00;2.00;3.00;3.00;8.00;1.00;5.00;#NULL!;#NULL!;researchonderzoekster;danone research man;1.00;#NULL!;5;1;6;4;0.93910;0.17330;0.72020;0.95520;1.424;-0.555;0.353;1.017;1;2;2;2;0
135;0.68;0.26;0.73;0.77;0.42;0.97;83.42;87.33;1;1;11.94;2;2.70;55.08;1;3;2;1;2;0;0;1;11.00;11.00;17.00;16.00;17;10;23;50;23;103.00;Bas.jpg;9.00;9.00;5.00;9.00;7.00;8.00;4.00;1.00;2.00;1.00;6.00;5.00;7.00;2.00;6.00;#NULL!;#NULL!;ze werkt bij de bank;hij maakt reclame's;1.00;#NULL!;3;1;4;2;0.63490;0.16710;0.29720;0.79550;0.210;-0.555;-0.482;0.488;2;2;2;2;1
136;0.34;0.14;0.44;0.40;-0.11;0.56;108.68;119.40;1;0;11.72;1;2.10;65.36;1;2;3;1;2;0;0;2;14.00;7.00;12.00;13.00;22;27;32;81;16;97.00;Victoria.j;9.00;8.00;0.00;9.00;6.00;7.00;1.00;2.00;2.00;3.00;6.00;6.00;8.00;2.00;4.00;#NULL!;#NULL!;ze geeft les in mode;stom Ikea werk, ps. daardoor verhuizen wij naar Zweden;1.00;#NULL!;3;3;6;0;0.63490;0.67630;0.72020;0.47200;0.210;0.185;0.353;-0.041;2;2;2;3;2
139;0.40;0.40;0.38;0.37;0.46;0.30;84.07;66.20;1;0;11.02;2;2.70;44.40;2;3;3;1;1;0;0;1;9.00;11.00;16.00;22.00;22;16;27;65;21;106.00;Floor.jpg;9.00;8.00;5.00;3.00;8.00;6.00;3.00;1.00;2.00;2.00;2.00;5.00;4.00;2.00;3.00;#NULL!;#NULL!;ICT;;1.00;#NULL!;3;1;4;2;0.63490;0.17330;0.30490;0.79140;0.210;-0.555;-0.482;0.488;2;2;2;2;0
140;0.61;1.00;0.45;0.59;0.89;0.43;52.23;54.51;1;1;11.41;1;3.00;31.77;1;4;3;2;2;0;0;1;10.00;12.00;17.00;18.00;19;13;23;55;21;103.00;Jesse.jpg;7.00;8.00;0.00;5.00;7.00;0.00;0.00;1.00;2.00;1.00;0.00;0.00;2.00;2.00;0.00;#NULL!;#NULL!;Technische dingen;;1.00;#NULL!;0;5;5;-5;0.08660;0.95290;0.51690;0.01100;-1.610;0.925;-0.064;-1.363;5;5;5;0;2
141;1.22;0.49;0.70;1.09;-0.28;0.93;16.84;49.03;1;1;11.33;2;2.10;39.97;2;3;4;2;1;0;0;1;10.00;12.00;15.00;20.00;20;14;32;66;18;94.00;Joost.jpg;7.00;7.00;3.00;8.00;6.00;8.00;5.00;2.00;1.00;3.00;8.00;6.00;6.00;2.00;6.00;#NULL!;#NULL!;;;1.00;#NULL!;1;8;9;-7;0.14980;0.99960;0.98590;0.00070;-1.004;2.036;1.606;-1.892;5;5;5;1;3
142;0.23;0.96;0.10;0.29;0.18;0.10;14.21;16.96;1;1;10.78;1;3.20;35.03;2;3;3;3;2;0;0;1;12.00;11.00;18.00;15.00;21;16;19;56;22;118.00;Mark.jpg;8.00;9.00;4.00;6.00;8.00;4.00;0.00;1.00;2.00;2.00;1.00;2.00;1.00;3.00;0.00;#NULL!;#NULL!;nee;Bij ISS als in de meeren;1.00;#NULL!;3;4;7;-1;0.63490;0.85980;0.86850;0.30460;0.210;0.555;0.771;-0.305;2;2;2;2;2
143;0.92;0.22;0.76;1.23;0.47;1.33;50.21;41.77;1;0;11.59;2;2.40;48.20;2;3;4;2;1;0;0;1;12.00;14.00;18.00;18.00;19;18;31;68;21;88.00;Victoria.j;8.00;8.00;5.00;6.00;5.00;7.00;1.00;2.00;3.00;2.00;4.00;4.00;5.00;2.00;4.00;#NULL!;#NULL!;tandartsassistente;fysiotherapeut;1.00;#NULL!;4;0;4;4;0.83150;0.09520;0.28980;0.95720;0.817;-0.925;-0.482;1.017;1;2;2;3;0
144;0.50;-0.22;0.33;0.79;0.20;0.49;62.66;42.97;1;0;11.21;1;3.30;54.04;2;3;3;2;1;0;0;1;8.00;13.00;20.00;21.00;24;15;25;64;21;136.00;Maud.jpg;7.00;7.00;0.00;7.00;7.00;7.00;6.00;2.00;2.00;2.00;3.00;5.00;4.00;2.00;4.00;#NULL!;#NULL!;ze is bioloog en werkt bij natuurmonumenten;werkt bij Alan Turing Institute;1.00;#NULL!;4;4;8;0;0.83150;0.85980;0.95100;0.47200;0.817;0.555;1.188;-0.041;4;2;2;3;1
148;0.45;-0.16;0.15;0.50;-0.10;0.28;33.18;53.33;1;1;11.53;1;2.50;54.95;2;2;2;1;1;0;1;1;8.00;10.00;15.00;16.00;20;12;30;62;18;88.00;Rick.jpg;9.00;7.00;5.00;7.00;9.00;9.00;1.00;2.00;2.00;2.00;1.00;1.00;2.00;2.00;1.00;#NULL!;#NULL!;werkt bij wasserij de gooische vaart in het kantoor;baas van wasserij de gooische vaart;1.00;#NULL!;3;1;4;2;0.63490;0.16120;0.28980;0.79940;0.210;-0.555;-0.482;0.488;2;2;2;3;0
149;0.39;0.35;0.27;0.43;0.25;0.31;63.13;70.23;1;0;11.15;2;3.00;61.20;2;4;4;3;2;0;0;0;13.00;14.00;20.00;23.00;24;20;26;70;22;103.00;Ymke.jpg;9.00;8.00;4.00;9.00;6.00;6.00;0.00;2.00;1.00;2.00;0.00;0.00;5.00;1.00;1.00;#NULL!;#NULL!;mijn moeder heeft geen beroep, eerst was zij geschiedenis lerares op het ARHC roland Holst;Advocate bij Deloitte;1.00;#NULL!;2;2;4;0;0.37740;0.41790;0.30490;0.47200;-0.397;-0.185;-0.482;-0.041;2;2;2;2;1
155;0.58;0.24;0.59;0.81;0.46;0.59;87.57;51.57;1;0;11.48;2;2.10;30.21;1;3;4;2;1;0;0;1;10.00;8.00;17.00;24.00;24;26;32;82;19;103.00;Dewi.jpg;8.00;8.00;4.00;7.00;4.00;5.00;6.00;2.00;2.00;1.00;6.00;7.00;4.00;1.00;4.00;#NULL!;#NULL!;staples;?;1.00;#NULL!;3;5;8;-2;0.63490;0.95290;0.95100;0.17030;0.210;0.925;1.188;-0.570;4;4;4;3;2
